file,..\../include\qf_pkg.hpp,num_empty_lines,26,
file,..\../include\qf_pkg.hpp,num_include_directives,0,
file,..\../include\qf_pkg.hpp,num_lines,162,
file,..\..\src\qs\qutest.cpp,halstead_bugs,3.323,
file,..\..\src\qs\qutest.cpp,halstead_difficulty,70.683,
file,..\..\src\qs\qutest.cpp,halstead_effort,704538.327,
file,..\..\src\qs\qutest.cpp,halstead_length,1304,
file,..\..\src\qs\qutest.cpp,halstead_level,0.014,
file,..\..\src\qs\qutest.cpp,halstead_time,39141.018,
file,..\..\src\qs\qutest.cpp,halstead_vocabulary,200,
file,..\..\src\qs\qutest.cpp,halstead_volume,9967.588,
file,..\..\src\qs\qutest.cpp,num_code_lines,292,
file,..\..\src\qs\qutest.cpp,num_comment_lines,195,
file,..\..\src\qs\qutest.cpp,num_empty_lines,72,
file,..\..\src\qs\qutest.cpp,num_include_directives,5,
file,..\..\src\qs\qutest.cpp,num_lines,472,
function,Q_onAssert,avg_scope_nesting_depth,1.500,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,cyclomatic_complexity,5,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,halstead_bugs,0.091,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,halstead_difficulty,7.105,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,halstead_effort,1932.965,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,halstead_length,56,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,halstead_level,0.141,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,halstead_time,107.387,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,halstead_vocabulary,29,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,halstead_volume,272.047,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,max_cases_in_switch,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,max_catch_handlers_in_try,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,max_if_else_chain_paths,2,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,max_loop_nesting_depth,1,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,max_scope_nesting_depth,2,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,npath,8,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_backward_goto_stmts,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_calls,9,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_catch_handlers,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_code_lines,12,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_comment_lines,4,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_control_stmts,2,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_do_stmts,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_else,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_empty_lines,1,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_expr_stmts,8,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_for_stmts,1,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_forward_goto_stmts,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_global_vars_referenced,1,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_if_stmts,1,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_instance_data_members_read,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_instance_data_members_referenced,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_instance_data_members_written,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_jump_stmts,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_labels,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_lines,13,..\..\src\qs\qutest.cpp:456:12
